date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:37:27	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:27%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:27	684030/684030	---M--	200	added ('OK')	image/jpeg	etag:%22a07fd6df98f19616b0b89b8675c11bc0%22	https://uinhugjr.manus.space/assets/images/hero-placeholder.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/hero-placeholder.jpg	(from https://uinhugjr.manus.space/)
15:37:27	280/280	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223ef2ba1b591f00ed1822b5f0208fc382%22	https://uinhugjr.manus.space/assets/icons/paint.svg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/icons/paint.svg	(from https://uinhugjr.manus.space/)
15:37:28	10378/10378	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202025%2022:37:27%20GMT	https://uinhugjr.manus.space/merchandise/	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/merchandise/index.html	(from https://uinhugjr.manus.space/)
15:37:28	3098560/3098560	---M--	200	added ('OK')	image/jpeg	etag:%2213f7fa35de04e6685e41af1541db89ed%22	https://uinhugjr.manus.space/assets/images/painting-placeholder.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/painting-placeholder.jpg	(from https://uinhugjr.manus.space/)
15:37:28	349/349	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b5c1ad80d13cd15b4e50a280b74f87d6%22	https://uinhugjr.manus.space/assets/icons/tools.svg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/icons/tools.svg	(from https://uinhugjr.manus.space/)
15:37:28	229/229	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d5352a42f59a4a3990d873f993a25197%22	https://uinhugjr.manus.space/assets/icons/drill.svg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/icons/drill.svg	(from https://uinhugjr.manus.space/)
15:37:29	7930730/7930730	---M--	200	added ('OK')	image/jpeg	etag:%2269469375b9922adb26aebd08489a9cf1%22	https://uinhugjr.manus.space/assets/images/carpentry-placeholder.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/carpentry-placeholder.jpg	(from https://uinhugjr.manus.space/)
15:37:29	1414724/1414724	---M--	200	added ('OK')	image/jpeg	etag:%22efbf860cc40d4c9a111912e34e564f18%22	https://uinhugjr.manus.space/assets/images/electrical-placeholder.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/electrical-placeholder.jpg	(from https://uinhugjr.manus.space/)
15:37:29	2738841/2738841	---M--	200	added ('OK')	image/jpeg	etag:%22ae9e7b14b2558ece97b2a12ce0323e94%22	https://uinhugjr.manus.space/assets/images/plumbing-placeholder.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/plumbing-placeholder.jpg	(from https://uinhugjr.manus.space/)
15:37:29	0/0	---M--	200	added ('OK')	image/jpeg	etag:%22c37f1d64b589324a21958e5d4118b48d%22	https://uinhugjr.manus.space/assets/images/tiling-placeholder.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/tiling-placeholder.jpg	(from https://uinhugjr.manus.space/)
15:37:29	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:29%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:30	6625332/6625332	---M--	200	added ('OK')	image/jpeg	etag:%22835f4a7d58216c3e780e9aa4c7bd2e75%22	https://uinhugjr.manus.space/assets/images/inspection-placeholder.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/inspection-placeholder.jpg	(from https://uinhugjr.manus.space/)
15:37:30	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:29%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:30	0/0	---M--	200	added ('OK')	image/jpeg	etag:%22c37f1d64b589324a21958e5d4118b48d%22	https://uinhugjr.manus.space/assets/images/job1-placeholder.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/job1-placeholder.jpg	(from https://uinhugjr.manus.space/)
15:37:30	1673090/1673090	---M--	200	added ('OK')	image/jpeg	etag:%22c5c61e9a38bead89fba567a105c38ce9%22	https://uinhugjr.manus.space/assets/images/job2-placeholder.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/job2-placeholder.jpg	(from https://uinhugjr.manus.space/)
15:37:30	1578709/1578709	---M--	200	added ('OK')	image/jpeg	etag:%227fa8768d67d3e6f7de2f0788daed1674%22	https://uinhugjr.manus.space/assets/images/job3-placeholder.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/job3-placeholder.jpg	(from https://uinhugjr.manus.space/)
15:37:31	3098560/3098560	---M--	200	added ('OK')	image/jpeg	etag:%2213f7fa35de04e6685e41af1541db89ed%22	https://uinhugjr.manus.space/assets/images/job4-placeholder.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/job4-placeholder.jpg	(from https://uinhugjr.manus.space/)
15:37:31	0/0	---M--	200	added ('OK')	image/jpeg	etag:%22c37f1d64b589324a21958e5d4118b48d%22	https://uinhugjr.manus.space/assets/images/job5-placeholder.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/job5-placeholder.jpg	(from https://uinhugjr.manus.space/)
15:37:31	0/0	---MC-	200	added ('OK')	image/jpeg	etag:%22c37f1d64b589324a21958e5d4118b48d%22	https://uinhugjr.manus.space/assets/images/job6-placeholder.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/job6-placeholder.jpg	(from https://uinhugjr.manus.space/)
15:37:31	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:31%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:31	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:31%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:32	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:31%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:32	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:31%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:32	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:32%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:32	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:32%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:32	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:32%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:33	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:32%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:33	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:32%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:33	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:33%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:33	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:33%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/)
15:37:38	5983/5983	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cdf55bfa1d9d251b6023e31c84d3c947%22	https://uinhugjr.manus.space/js/script.js	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/js/script.js	(from https://uinhugjr.manus.space/)
15:37:38	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:38%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/work_samples/)
15:37:39	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:38%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/work_samples/)
15:37:39	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:38%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/work_samples/)
15:37:39	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:39%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/work_samples/)
15:37:39	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:39%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/work_samples/)
15:37:39	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:39%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/work_samples/)
15:37:40	29409/29409	---M--	200	added ('OK')	image/jpeg	etag:%22a5daffd9bd894fa745eb9b35dcaf847c%22	https://uinhugjr.manus.space/assets/images/IMG_1231.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/IMG_1231.jpg	(from https://uinhugjr.manus.space/work_samples/)
15:37:40	32249/32249	---M--	200	added ('OK')	image/jpeg	etag:%22c1d394c21c3c594ebbe1b17520be1bb5%22	https://uinhugjr.manus.space/assets/images/IMG_0500.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/IMG_0500.jpg	(from https://uinhugjr.manus.space/work_samples/)
15:37:40	22602/22602	---M--	200	added ('OK')	image/jpeg	etag:%2280934c8d761584954749af923948947e%22	https://uinhugjr.manus.space/assets/images/IMG_1244.jpg	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/assets/images/IMG_1244.jpg	(from https://uinhugjr.manus.space/work_samples/)
15:37:40	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:40%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/work_samples/)
15:37:41	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:40%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/work_samples/)
15:37:41	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:40%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/work_samples/)
15:37:41	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:41%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/work_samples/)
15:37:41	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:41%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/work_samples/)
15:37:41	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:41%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/work_samples/)
15:37:42	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:41%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/work_samples/)
15:37:42	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:42%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/merchandise/)
15:37:42	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:42%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/merchandise/)
15:37:42	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:42%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/merchandise/)
15:37:43	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:42%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/merchandise/)
15:37:43	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:42%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/merchandise/)
15:37:43	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:43%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/merchandise/)
15:37:43	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:43%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/merchandise/)
15:37:43	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:43%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/merchandise/)
15:37:44	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:43%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/merchandise/)
15:37:44	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:43%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/merchandise/)
15:37:44	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:44%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/merchandise/)
15:37:44	0/0	---MC-	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:44%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/merchandise/)
15:37:45	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Mon,%2017%20Mar%202025%2022:37:44%20GMT	https://uinhugjr.manus.space/index.html	C:/My%20Web%20Sites/5%20AROS/uinhugjr.manus.space/index-2.html	(from https://uinhugjr.manus.space/merchandise/)
